article_heading,img_src,altText,article_url
"Garth Brooks Is Accused of Rape and Assault in Lawsuit","https://static01.nyt.com/images/2024/10/03/arts/Garth-Brooks/Garth-Brooks-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Garth Brooks wears a black, wide-brimmed hat. ","https://www.nytimes.com/2024/10/03/arts/music/garth-brooks-rape-assault-lawsuit.html"
"As Cassettes Come Back, the Dilemma Is Finding a Tape Deck","https://static01.nyt.com/images/2024/10/06/arts/06cassettes/06cassettes-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A colorful animated illustration of a cassette tape with shooting stars and rainbows emitting from it.","https://www.nytimes.com/2024/10/03/arts/music/cassette-revival-tape-decks.html"
"As Cassettes Come Back, the Dilemma Is Finding a Tape Deck","https://static01.nyt.com/images/2024/10/06/arts/06cassettes/06cassettes-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A colorful animated illustration of a cassette tape with shooting stars and rainbows emitting from it.","https://www.nytimes.com/2024/10/03/arts/music/cassette-revival-tape-decks.html"
"10 Unforgettable Kris Kristofferson Covers","https://static01.nyt.com/images/2023/03/17/multimedia/NYT-Newsletters-Line-3-Top-Magenta/NYT-Newsletters-Line-3-Top-Magenta-articleLarge.png?quality=75&auto=webp&disable=upscale","A pink line broken into short slash marks.","https://www.nytimes.com/2024/10/04/arts/music/amplifier-newsletter-kris-kristofferson-covers.html"
"10 Unforgettable Kris Kristofferson Covers","https://static01.nyt.com/images/2024/10/04/multimedia/04amplifier-lqct/04amplifier-lqct-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Kris Kristofferson at a microphone holding an acoustic guitar.","https://www.nytimes.com/2024/10/04/arts/music/amplifier-newsletter-kris-kristofferson-covers.html"
"10 Unforgettable Kris Kristofferson Covers","https://static01.nyt.com/images/2024/01/11/multimedia/Amplifier-Play/Amplifier-Play-articleLarge.png?quality=75&auto=webp&disable=upscale","A play button, with a triangle in a black circle surrounded by yellow and green marks.","https://www.nytimes.com/2024/10/04/arts/music/amplifier-newsletter-kris-kristofferson-covers.html"
"10 Unforgettable Kris Kristofferson Covers","https://static01.nyt.com/images/2023/03/17/multimedia/NYT-Newsletters-Line-3-Top-Magenta/NYT-Newsletters-Line-3-Top-Magenta-articleLarge.png?quality=75&auto=webp&disable=upscale","A pink line broken into short slash marks.","https://www.nytimes.com/2024/10/04/arts/music/amplifier-newsletter-kris-kristofferson-covers.html"
"10 Unforgettable Kris Kristofferson Covers","https://static01.nyt.com/images/2024/10/04/multimedia/04amplifier-lqct/04amplifier-lqct-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Kris Kristofferson at a microphone holding an acoustic guitar.","https://www.nytimes.com/2024/10/04/arts/music/amplifier-newsletter-kris-kristofferson-covers.html"
"10 Unforgettable Kris Kristofferson Covers","https://static01.nyt.com/images/2024/01/11/multimedia/Amplifier-Play/Amplifier-Play-articleLarge.png?quality=75&auto=webp&disable=upscale","A play button, with a triangle in a black circle surrounded by yellow and green marks.","https://www.nytimes.com/2024/10/04/arts/music/amplifier-newsletter-kris-kristofferson-covers.html"
"Lauren Mayberry’s Lush Pop Ecstasy, and 13 More New Songs","https://static01.nyt.com/images/2024/10/04/arts/04playlist/04playlist-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A brunette woman in a gold dress soaks in a soapy bathtub and looks at the camera while leaning on the edge of the tub.","https://www.nytimes.com/2024/10/04/arts/music/playlist-lauren-mayberry-bartees-strange-the-smile.html"
"Lauren Mayberry’s Lush Pop Ecstasy, and 13 More New Songs","https://static01.nyt.com/images/2024/10/04/arts/04playlist/04playlist-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A brunette woman in a gold dress soaks in a soapy bathtub and looks at the camera while leaning on the edge of the tub.","https://www.nytimes.com/2024/10/04/arts/music/playlist-lauren-mayberry-bartees-strange-the-smile.html"
"Beyoncé Released a Song and Levi’s Saw Its Moment","https://static01.nyt.com/images/2024/10/02/multimedia/02LEVIS-WOMEN-01-cjlk/02LEVIS-WOMEN-01-cjlk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A store with mannequins and tables covered in denim. On a large television screen, Beyoncé is wearing a blue cowboy hat.","https://www.nytimes.com/2024/10/02/style/beyonce-levis-women.html"
"Beyoncé Released a Song and Levi’s Saw Its Moment","https://static01.nyt.com/images/2024/10/02/multimedia/02LEVIS-WOMEN-04-cjlk/02LEVIS-WOMEN-04-cjlk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A series of vintage-style advertisements showing illustrations of women wearing Levi’s jeans in various settings.","https://www.nytimes.com/2024/10/02/style/beyonce-levis-women.html"
"Beyoncé Released a Song and Levi’s Saw Its Moment","https://static01.nyt.com/images/2024/10/02/multimedia/02LEVIS-WOMEN-01-cjlk/02LEVIS-WOMEN-01-cjlk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A store with mannequins and tables covered in denim. On a large television screen, Beyoncé is wearing a blue cowboy hat.","https://www.nytimes.com/2024/10/02/style/beyonce-levis-women.html"
"Beyoncé Released a Song and Levi’s Saw Its Moment","https://static01.nyt.com/images/2024/10/02/multimedia/02LEVIS-WOMEN-04-cjlk/02LEVIS-WOMEN-04-cjlk-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A series of vintage-style advertisements showing illustrations of women wearing Levi’s jeans in various settings.","https://www.nytimes.com/2024/10/02/style/beyonce-levis-women.html"
"Pras Sues Lauryn Hill Over Canceled Fugees Tour, Alleging Fraud","https://static01.nyt.com/images/2024/10/03/multimedia/01fugees-suit-qcwb/01fugees-suit-qcwb-articleLarge.jpg?quality=75&auto=webp&disable=upscale","The members of the Fugees performing onstage, with Lauryn Hill at center in a red outfit and large hat.","https://www.nytimes.com/2024/10/01/arts/music/pras-lauryn-hill-fugees-lawsuit.html"
"Pras Sues Lauryn Hill Over Canceled Fugees Tour, Alleging Fraud","https://static01.nyt.com/images/2024/10/03/multimedia/01fugees-suit-qcwb/01fugees-suit-qcwb-articleLarge.jpg?quality=75&auto=webp&disable=upscale","The members of the Fugees performing onstage, with Lauryn Hill at center in a red outfit and large hat.","https://www.nytimes.com/2024/10/01/arts/music/pras-lauryn-hill-fugees-lawsuit.html"
"Pras Sues Lauryn Hill Over Canceled Fugees Tour, Alleging Fraud","https://static01.nyt.com/images/2024/10/03/multimedia/01fugees-suit-qcwb/01fugees-suit-qcwb-articleLarge.jpg?quality=75&auto=webp&disable=upscale","The members of the Fugees performing onstage, with Lauryn Hill at center in a red outfit and large hat.","https://www.nytimes.com/2024/10/01/arts/music/pras-lauryn-hill-fugees-lawsuit.html"
"Partying With Sean Combs: Old Stories Gain New Life","https://static01.nyt.com/images/2024/09/29/multimedia/29combs-quotes-vhbw/29combs-quotes-vhbw-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Sean Combs, wearing dark sunglasses and a leather jacket.","https://www.nytimes.com/2024/09/29/arts/music/sean-combs-diddy-parties-quotes.html"
"Partying With Sean Combs: Old Stories Gain New Life","https://static01.nyt.com/images/2024/09/29/multimedia/29combs-quotes-vhbw/29combs-quotes-vhbw-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Sean Combs, wearing dark sunglasses and a leather jacket.","https://www.nytimes.com/2024/09/29/arts/music/sean-combs-diddy-parties-quotes.html"
"Partying With Sean Combs: Old Stories Gain New Life","https://static01.nyt.com/images/2024/09/29/multimedia/29combs-quotes-vhbw/29combs-quotes-vhbw-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Sean Combs, wearing dark sunglasses and a leather jacket.","https://www.nytimes.com/2024/09/29/arts/music/sean-combs-diddy-parties-quotes.html"
"Sean Combs’s White Parties Were Edgy, A-List Affairs. Were They More?","https://static01.nyt.com/images/2024/09/29/multimedia/29combs-whiteparties-01-cfvg/29combs-whiteparties-01-cfvg-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Sean Combs, dressed all in white with a white hat, holds papers and grips a microphone before a party crowd.","https://www.nytimes.com/2024/09/29/arts/music/sean-combs-diddy-white-parties.html"
"Sean Combs’s White Parties Were Edgy, A-List Affairs. Were They More?","https://static01.nyt.com/images/2024/09/29/multimedia/29combs-whiteparties-01-cfvg/29combs-whiteparties-01-cfvg-articleLarge.jpg?quality=75&auto=webp&disable=upscale","Sean Combs, dressed all in white with a white hat, holds papers and grips a microphone before a party crowd.","https://www.nytimes.com/2024/09/29/arts/music/sean-combs-diddy-white-parties.html"
