article_heading,img_src,altText,article_url
"Earth Had a Ring 466 Million Years Ago, Study Says","https://static01.nyt.com/images/2024/09/20/science/20sci-earth-rings/20sci-earth-rings-articleLarge.jpg?quality=75&auto=webp&disable=upscale","An illustration of Earth surrounded by rocky fragments forming a ring against the blackness of space.","https://www.nytimes.com/2024/09/20/science/earth-rings-asteroids-ordovician.html"
"Earth Had a Ring 466 Million Years Ago, Study Says","https://static01.nyt.com/images/2024/09/20/science/20sci-earth-rings/20sci-earth-rings-articleLarge.jpg?quality=75&auto=webp&disable=upscale","An illustration of Earth surrounded by rocky fragments forming a ring against the blackness of space.","https://www.nytimes.com/2024/09/20/science/earth-rings-asteroids-ordovician.html"
"Earth Had a Ring 466 Million Years Ago, Study Says","https://static01.nyt.com/images/2024/09/20/science/20sci-earth-rings/20sci-earth-rings-articleLarge.jpg?quality=75&auto=webp&disable=upscale","An illustration of Earth surrounded by rocky fragments forming a ring against the blackness of space.","https://www.nytimes.com/2024/09/20/science/earth-rings-asteroids-ordovician.html"
"A $5 Billion NASA Mission Looked Doomed. Could Engineers Save It?","https://static01.nyt.com/images/2024/09/17/multimedia/17sci-europa-clipper-01-wblp/17sci-europa-clipper-01-wblp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A view over the shoulders of two people wearing head-to-toe protective gear at the looming and complex Europa Clipper spacecraft in a large white-walled room of the Jet Propulsion Laboratory.","https://www.nytimes.com/2024/09/17/science/nasa-europa-clipper-radiation.html"
"A $5 Billion NASA Mission Looked Doomed. Could Engineers Save It?","https://static01.nyt.com/images/2024/09/17/multimedia/17sci-europa-clipper-01-wblp/17sci-europa-clipper-01-wblp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A view over the shoulders of two people wearing head-to-toe protective gear at the looming and complex Europa Clipper spacecraft in a large white-walled room of the Jet Propulsion Laboratory.","https://www.nytimes.com/2024/09/17/science/nasa-europa-clipper-radiation.html"
"A $5 Billion NASA Mission Looked Doomed. Could Engineers Save It?","https://static01.nyt.com/images/2024/09/17/multimedia/17sci-europa-clipper-01-wblp/17sci-europa-clipper-01-wblp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A view over the shoulders of two people wearing head-to-toe protective gear at the looming and complex Europa Clipper spacecraft in a large white-walled room of the Jet Propulsion Laboratory.","https://www.nytimes.com/2024/09/17/science/nasa-europa-clipper-radiation.html"
"A $5 Billion NASA Mission Looked Doomed. Could Engineers Save It?","https://static01.nyt.com/images/2024/09/17/multimedia/17sci-europa-clipper-01-wblp/17sci-europa-clipper-01-wblp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A view over the shoulders of two people wearing head-to-toe protective gear at the looming and complex Europa Clipper spacecraft in a large white-walled room of the Jet Propulsion Laboratory.","https://www.nytimes.com/2024/09/17/science/nasa-europa-clipper-radiation.html"
"A $5 Billion NASA Mission Looked Doomed. Could Engineers Save It?","https://static01.nyt.com/images/2024/09/17/multimedia/17sci-europa-clipper-01-wblp/17sci-europa-clipper-01-wblp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A view over the shoulders of two people wearing head-to-toe protective gear at the looming and complex Europa Clipper spacecraft in a large white-walled room of the Jet Propulsion Laboratory.","https://www.nytimes.com/2024/09/17/science/nasa-europa-clipper-radiation.html"
"A $5 Billion NASA Mission Looked Doomed. Could Engineers Save It?","https://static01.nyt.com/images/2024/09/17/multimedia/17sci-europa-clipper-01-wblp/17sci-europa-clipper-01-wblp-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A view over the shoulders of two people wearing head-to-toe protective gear at the looming and complex Europa Clipper spacecraft in a large white-walled room of the Jet Propulsion Laboratory.","https://www.nytimes.com/2024/09/17/science/nasa-europa-clipper-radiation.html"
"There Might Be More Than One Way to Make a Planet","https://static01.nyt.com/images/2024/09/24/multimedia/16sci-topdown-planet-vwkg/16sci-topdown-planet-vwkg-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A computerized telescope image shows a swirling mass of blues and reds on a black background.","https://www.nytimes.com/2024/09/16/science/planet-formation-top-down.html"
"There Might Be More Than One Way to Make a Planet","https://static01.nyt.com/images/2024/09/24/multimedia/16sci-topdown-planet-vwkg/16sci-topdown-planet-vwkg-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A computerized telescope image shows a swirling mass of blues and reds on a black background.","https://www.nytimes.com/2024/09/16/science/planet-formation-top-down.html"
"There Might Be More Than One Way to Make a Planet","https://static01.nyt.com/images/2024/09/24/multimedia/16sci-topdown-planet-vwkg/16sci-topdown-planet-vwkg-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A computerized telescope image shows a swirling mass of blues and reds on a black background.","https://www.nytimes.com/2024/09/16/science/planet-formation-top-down.html"
"First Private Spacewalk in SpaceX Capsule Achieves New Milestone","https://static01.nyt.com/images/2024/10/11/science/11polaris-dawn-spacewalk-new/11polaris-dawn-spacewalk-new-articleLarge.jpg?quality=75&auto=webp&disable=upscale","The top half of Jared Isaacman in a spacesuit with Earth in the background, left, and Sarah Gillis in a spacesuit as she exited the Crew Dragon capsule.","https://www.nytimes.com/2024/09/11/science/spacex-polaris-dawn-astronauts-spacewalk.html"
"First Private Spacewalk in SpaceX Capsule Achieves New Milestone","https://static01.nyt.com/images/2024/10/11/science/11polaris-dawn-spacewalk-new/11polaris-dawn-spacewalk-new-articleLarge.jpg?quality=75&auto=webp&disable=upscale","The top half of Jared Isaacman in a spacesuit with Earth in the background, left, and Sarah Gillis in a spacesuit as she exited the Crew Dragon capsule.","https://www.nytimes.com/2024/09/11/science/spacex-polaris-dawn-astronauts-spacewalk.html"
"First Private Spacewalk in SpaceX Capsule Achieves New Milestone","https://static01.nyt.com/images/2024/10/11/science/11polaris-dawn-spacewalk-new/11polaris-dawn-spacewalk-new-articleLarge.jpg?quality=75&auto=webp&disable=upscale","The top half of Jared Isaacman in a spacesuit with Earth in the background, left, and Sarah Gillis in a spacesuit as she exited the Crew Dragon capsule.","https://www.nytimes.com/2024/09/11/science/spacex-polaris-dawn-astronauts-spacewalk.html"
"First Private Spacewalk in SpaceX Capsule Achieves New Milestone","https://static01.nyt.com/images/2024/10/11/science/11polaris-dawn-spacewalk-new/11polaris-dawn-spacewalk-new-articleLarge.jpg?quality=75&auto=webp&disable=upscale","The top half of Jared Isaacman in a spacesuit with Earth in the background, left, and Sarah Gillis in a spacesuit as she exited the Crew Dragon capsule.","https://www.nytimes.com/2024/09/11/science/spacex-polaris-dawn-astronauts-spacewalk.html"
"NASA Did Not Say It Found Life on Mars. But It’s Very Excited About This Rock.","https://static01.nyt.com/images/2024/08/25/multimedia/25mars-rock1/25mars-rock1-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A robotic rover covered in dusty red smudges stands next to a small arrowhead-shaped rock with a white smudge on it.","https://www.nytimes.com/2024/07/25/science/nasa-perseverance-rover-mars-rock.html"
"NASA Did Not Say It Found Life on Mars. But It’s Very Excited About This Rock.","https://static01.nyt.com/images/2024/07/28/multimedia/25mars-rock-01-bmpq/25mars-rock-01-bmpq-articleLarge.jpg?quality=75&auto=webp&disable=upscale","An annotated close-up view of the surface of a rock with white bands and other interesting features. The two annotations are labeled "Leopard Spot" and "Olivine."","https://www.nytimes.com/2024/07/25/science/nasa-perseverance-rover-mars-rock.html"
"NASA Did Not Say It Found Life on Mars. But It’s Very Excited About This Rock.","https://static01.nyt.com/images/2024/08/25/multimedia/25mars-rock1/25mars-rock1-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A robotic rover covered in dusty red smudges stands next to a small arrowhead-shaped rock with a white smudge on it.","https://www.nytimes.com/2024/07/25/science/nasa-perseverance-rover-mars-rock.html"
"NASA Did Not Say It Found Life on Mars. But It’s Very Excited About This Rock.","https://static01.nyt.com/images/2024/07/28/multimedia/25mars-rock-01-bmpq/25mars-rock-01-bmpq-articleLarge.jpg?quality=75&auto=webp&disable=upscale","An annotated close-up view of the surface of a rock with white bands and other interesting features. The two annotations are labeled "Leopard Spot" and "Olivine."","https://www.nytimes.com/2024/07/25/science/nasa-perseverance-rover-mars-rock.html"
"NASA Did Not Say It Found Life on Mars. But It’s Very Excited About This Rock.","https://static01.nyt.com/images/2024/08/25/multimedia/25mars-rock1/25mars-rock1-articleLarge.jpg?quality=75&auto=webp&disable=upscale","A robotic rover covered in dusty red smudges stands next to a small arrowhead-shaped rock with a white smudge on it.","https://www.nytimes.com/2024/07/25/science/nasa-perseverance-rover-mars-rock.html"
"NASA Did Not Say It Found Life on Mars. But It’s Very Excited About This Rock.","https://static01.nyt.com/images/2024/07/28/multimedia/25mars-rock-01-bmpq/25mars-rock-01-bmpq-articleLarge.jpg?quality=75&auto=webp&disable=upscale","An annotated close-up view of the surface of a rock with white bands and other interesting features. The two annotations are labeled "Leopard Spot" and "Olivine."","https://www.nytimes.com/2024/07/25/science/nasa-perseverance-rover-mars-rock.html"
