image number,alt,article_heading
image_fbd63e6b549e7b26455abab8c353cecd.jpg,Keith Urban talks how his family supports his music career,Keith Urban calls Miley Cyrus’ voice an ‘ashtray’ in bizarre compliment
image_4b42ce618886235bd51a752ba1c82aef.jpg,keith urban miley cyrus,Keith Urban calls Miley Cyrus’ voice an ‘ashtray’ in bizarre compliment
image_60ba8528774867f8c2c921ce7756930c.jpg,Country star Keith Urban performed a small rendition of "Flowers" by Miley Cyrus on an Australian radio show.,Keith Urban calls Miley Cyrus’ voice an ‘ashtray’ in bizarre compliment
image_d17fd5613439edf181b6bf6d6b7b1b73.jpg,Keith Urban Faith Margaret Urban Sunday Rose Kidman-Urban Sybella Hawley and Nicole Kidman pose together on the red carpet,Keith Urban calls Miley Cyrus’ voice an ‘ashtray’ in bizarre compliment
image_f23130b1c222b7a3cab4e5a7677da30c.jpg,Urban is married to Hollywood actor Nicole Kidman. The couple have been married since 2006.,Keith Urban calls Miley Cyrus’ voice an ‘ashtray’ in bizarre compliment
image_7c5b73efa93c6ef5c70a523c34d31e53.jpg,Prince William adamant about giving his children a normal life: author,Prince William and his beard return to royal duties after avoiding Prince Harry at uncle’s memorial
image_a7d49fe4670bff16a7c3c5d73a88ca38.jpg,A close-up of Prince William with a beard.,Prince William and his beard return to royal duties after avoiding Prince Harry at uncle’s memorial
image_de2246562676504111ad4d930c3cbc34.jpg,A side profile of Prince William and his beard.,Prince William and his beard return to royal duties after avoiding Prince Harry at uncle’s memorial
image_2ce4a4868d70b2da4fd53087a11c337a.jpg,Prince William posing with a man wearing a red plaid shirt at an art gallery.,Prince William and his beard return to royal duties after avoiding Prince Harry at uncle’s memorial
image_7c5b73efa93c6ef5c70a523c34d31e53.jpg,Prince William adamant about giving his children a normal life: author,Prince William and his beard return to royal duties after avoiding Prince Harry at uncle’s memorial
image_289283e29908a3710832e0f283b33431.jpg,An older photo of Prince William in a suit with a beard.,Prince William and his beard return to royal duties after avoiding Prince Harry at uncle’s memorial
image_47fef7350e5cf49c9045ce83e92c34e0.jpg,Prince William and Prince Harry wearing navy suits in deep conversation.,Prince William and his beard return to royal duties after avoiding Prince Harry at uncle’s memorial
image_faa685da557d1811bde8c8ca4f22a591.jpg,Lady Gaga joins The Rolling Stones in concert,Lady Gaga stuns Venice Film Festival crowd after debuting massive ring from fiancé Michael Polansky
image_bd484354ceb0a4ec3b14daa01dd3714c.jpg,Lady Gaga flashes engagement ring on red carpet with fiance.,Lady Gaga stuns Venice Film Festival crowd after debuting massive ring from fiancé Michael Polansky
image_67867ff124d6021522c3e87b4712aac5.jpg,Actress Lady Gaga wears black dress at Venice Film Festival,Lady Gaga stuns Venice Film Festival crowd after debuting massive ring from fiancé Michael Polansky
image_2814df4f9dc06e0da71b250f621a05e3.jpg,Actress Lady Gaga shows off quirky ensemble at Venice Film Festival.,Lady Gaga stuns Venice Film Festival crowd after debuting massive ring from fiancé Michael Polansky
image_3e1f297a5c8d189a27fc5fdb6732e6c6.jpg,Lady Gaga strikes a pose wearing a black gown on the red carpet,Lady Gaga stuns Venice Film Festival crowd after debuting massive ring from fiancé Michael Polansky
image_ab5a34e95c882ec75d62719ac112adae.jpg,Actress Lady Gaga strikes a pose wearing a black ball gown.,Lady Gaga stuns Venice Film Festival crowd after debuting massive ring from fiancé Michael Polansky
image_9fc4710fd5ee38295a425b1c39839308.jpg,Lady Gaga flashes her engagement ring while walking with fiance Michael Polansky,Lady Gaga stuns Venice Film Festival crowd after debuting massive ring from fiancé Michael Polansky
image_17f443a329444a3ce5c5427ef8f7e0b5.jpg,Matthew McConaughey teases possible political run at governors meeting in Utah,Kevin Hart Reese Witherspoon and other celebrities who have authored popular children's books
image_025a7075e2b5104af919cd412380589b.jpg,Split photo of Kevin Hart and Reese Witherspoon,Kevin Hart Reese Witherspoon and other celebrities who have authored popular children's books
image_655d5fcbeadc591546cb5b551b5b2269.jpg,Matthew McConaughey promoting "Just Because" book,Kevin Hart Reese Witherspoon and other celebrities who have authored popular children's books
image_704f02a3c6bc469754ab77eecbff1c46.jpg,Reese Witherspoon in a red halter gown on the Oscar carpet,Kevin Hart Reese Witherspoon and other celebrities who have authored popular children's books
image_eb647bd270618f145ea9dcfee0776f54.jpg,Channing Tatum speaking about children's book,Kevin Hart Reese Witherspoon and other celebrities who have authored popular children's books
image_37a6d8efc88bdc0ebb55dc2febbf6366.jpg,Kevin Hart with "Marcus Makes a Movie" book,Kevin Hart Reese Witherspoon and other celebrities who have authored popular children's books
image_6535906a785c89140a4849ee6c5c5e28.jpg,Elle Macpherson,Elle Macpherson refused chemotherapy for cancer after facing her fears during sobriety battle
image_3a5a186e659ac73e8535e5706b07ca16.jpg,Elle Macpherson smiles at beauty event.,Elle Macpherson refused chemotherapy for cancer after facing her fears during sobriety battle
image_70343bc96a15d7210ec63103fc91a293.jpg,Elle Macpherson in a white shirt and mini skirt walks on the red carpet in 1995,Elle Macpherson refused chemotherapy for cancer after facing her fears during sobriety battle
image_5ac1f3b4ffade9a329cb80891cfef613.jpg,Elle Macpherson soft smiles at a Christian Dior event.,Elle Macpherson refused chemotherapy for cancer after facing her fears during sobriety battle
image_f8e3f2e0044a41e07f677f566a114e35.jpg,Elle Macpherson 19900,Elle Macpherson refused chemotherapy for cancer after facing her fears during sobriety battle
