image number,alt,article_heading,article_url
image_5_1.jpg,"The Renault 5 E-Tech, which will be available in the UK in early 2025.",How to buy an electric car – a guide,https://www.theguardian.com/environment/article/2024/sep/10/how-to-buy-an-electric-car-a-guide
image_5_2.jpg,hyundai-uk-ioniq-5-n-soultronic-orange-49,How to buy an electric car – a guide,https://www.theguardian.com/environment/article/2024/sep/10/how-to-buy-an-electric-car-a-guide
image_6_1.jpg,"Fishing boats moored in Boulogne, France","EU failing to enforce illegal fishing rules, say campaigners",https://www.theguardian.com/environment/article/2024/sep/06/eu-failing-to-enforce-fishing-rules-say-campaigners
image_7_1.jpg,A woman sitting at a table in a restaurant lifts a mussel from a bowl.,"‘Salty and soft, like a praline’: will Belgium’s national dish finally feature homegrown mussels?",https://www.theguardian.com/environment/article/2024/sep/09/salty-and-soft-like-a-praline-will-belgiums-national-dish-finally-feature-homegrown-mussels
image_7_2.jpg,A red boat harvesting mussels at the Westdiep sea farm in the North Sea off the coast of Belgium.,"‘Salty and soft, like a praline’: will Belgium’s national dish finally feature homegrown mussels?",https://www.theguardian.com/environment/article/2024/sep/09/salty-and-soft-like-a-praline-will-belgiums-national-dish-finally-feature-homegrown-mussels
image_7_3.jpg,"A blonde woman in a lifejacket holds a handful of mussel, with a red boat in the background.","‘Salty and soft, like a praline’: will Belgium’s national dish finally feature homegrown mussels?",https://www.theguardian.com/environment/article/2024/sep/09/salty-and-soft-like-a-praline-will-belgiums-national-dish-finally-feature-homegrown-mussels
image_7_4.jpg,A small red boat trails a rope behind it.,"‘Salty and soft, like a praline’: will Belgium’s national dish finally feature homegrown mussels?",https://www.theguardian.com/environment/article/2024/sep/09/salty-and-soft-like-a-praline-will-belgiums-national-dish-finally-feature-homegrown-mussels
image_7_5.jpg,Steaming mussels are spooned into a small dish from a copper pan.,"‘Salty and soft, like a praline’: will Belgium’s national dish finally feature homegrown mussels?",https://www.theguardian.com/environment/article/2024/sep/09/salty-and-soft-like-a-praline-will-belgiums-national-dish-finally-feature-homegrown-mussels
image_8_1.jpg,a marina at the Great Salt Lake that is devoid of water,Resisting fascism includes respecting our environment and fellow species,https://www.theguardian.com/commentisfree/article/2024/sep/11/fascism-environment-climate-change
image_9_1.jpg,"Handout picture released by the Brazilian presidency shows the drought-hit Jaquiri river in Manaquiri, Amazonas State, northern Brazil on Tuesday.",Brazilian president flies into Amazon amid alarm over droughts and wildfires,https://www.theguardian.com/environment/article/2024/sep/10/brazilian-president-flies-into-amazon-amid-alarm-over-droughts-and-wildfires
image_9_2.jpg,"Brazilian president Luiz Inácio Lula da Silva visits rural communities affected by drought and fires in the state of Amazonas, Brazil, on Tuesday.",Brazilian president flies into Amazon amid alarm over droughts and wildfires,https://www.theguardian.com/environment/article/2024/sep/10/brazilian-president-flies-into-amazon-amid-alarm-over-droughts-and-wildfires
image_10_1.jpg,"An orangutan in Sabah",Collapsing wildlife populations near ‘points of no return’ report warns,https://www.theguardian.com/environment/2024/oct/10/collapsing-wildlife-populations-points-no-return-living-planet-report-wwf-zsl-warns
